id,title,release date,genre,vote average,popularity,poster,original language,adult
14756,Ip Man,2008-12-12,18 28 36,7.7,11.799,/ggTTUXZg7trvAhsVj3eyd65bAnh.jpg,cn,0
10646,Tomcats,2001-03-30,35 10749,5.1,11.799,/LpIAhTgwyh22Y4BhYbEsZv0u9W.jpg,en,0
387470,JoJo's Bizarre Adventure: Phantom Blood,2007-02-17,27 28 16,8.1,11.795,/hgnnUSkKuEpXfs0IpTu5uCsdcKx.jpg,ja,0
2637,The Mothman Prophecies,2002-01-25,18 27 9648,6.2,11.795,/z2PiOTyjbCOnMHY2QJdq3I4jU44.jpg,en,0
832,M,1931-05-11,18 28 53 80,8.1,11.793,/slsS6jT6SXjcTPOrsFcLIrHboXA.jpg,de,0
157851,Maps to the Stars,2014-05-21,18,6.1,11.791,/pyLytbxp3cZ3gBfj5ql66zGM8gd.jpg,en,0
851859,Polaroid,2014-08-19,18,0.0,11.79,/AtHbRqozN2eVlg7xC78rT4mdbpA.jpg,it,0
505746,Asphalt Burning,2020-10-14,28 35,5.4,11.788,/y7FowCQdiaTbmqjW6I9we9eoICs.jpg,no,0
452030,Cinderella's Hot Night,2017-05-30,14 35,6.0,11.788,/9CwaR4p3CK0NAIbZ72LrqUENJup.jpg,en,0
390989,Sharknado 4: The 4th Awakens,2016-07-31,35 878,4.5,11.787,/xUbN2ww2T3y3kaW6lf3c5DabE5O.jpg,en,0
702936,Sniper: Assassin's End,2020-06-15,28,6.6,11.785,/AiymaaYeAl9ZBoyUz2tz4k2XaKv.jpg,en,0
4551,Be Cool,2005-03-04,35 80,5.4,11.785,/ekKCH7Zkb5ZTr1f1AczZY23FH.jpg,en,0
6961,The Wedding Date,2005-02-04,35 10749,6.8,11.783,/t0AEzycJ6V8dLVlSudCUAA9mzgn.jpg,en,0
429174,Loveless,2017-06-01,18,7.4,11.781,/oBUsLGZoGuLKMuHj19mjG9iCDoq.jpg,ru,0
667276,Legend Quest: The Origin,2020-09-18,16 27 35,5.3,11.779,/kbafVeCkuooB8VewDnJMSSWB5tI.jpg,es,0
9822,Mighty Joe Young,1998-12-25,12 10751 28 14,6.2,15.503,/jM39MOyLOxCD6Njz4vfQkGaKkY1.jpg,en,0
362105,R.L. Stine's Monsterville: The Cabinet of Souls,2015-09-29,35 27,6.8,15.501,/z3qgKFySWDs7vCjMn5gSxGV2fpI.jpg,en,0
147,The 400 Blows,1959-06-03,18,8.1,15.5,/12PuU23kkDLvTd0nb8hMlE3oShB.jpg,fr,0
836487,Alan Saldaña: Locked Up,2021-06-03,35,6.0,15.497,/z05e1QBvPgS4vuX2wgwMtK34KhM.jpg,es,0
5902,A Bridge Too Far,1977-06-15,18 36 10752,7.2,15.497,/uT6uNuudQX1YU5yYLeYuWdG19mx.jpg,en,0
9395,Above the Law,1988-04-08,28 53,6.2,15.492,/20bD11jTM2fbVGkDnkCpfriUW4y.jpg,en,0
10510,Miracle on 34th Street,1994-11-18,14 18 10751,6.7,15.489,/sWjL1zD0XjQrOTP9jLiAbzvBKEW.jpg,en,0
485942,Batman Ninja,2018-03-24,16 28,5.8,15.486,/5xSB0Npkc9Fd9kahKBsq9P4Cdzp.jpg,ja,0
617786,The Other Lamb,2020-04-03,27 18 53,6.0,15.484,/ynPJkpmWNi4rnDUb0PuzDnJj5JI.jpg,en,0
239,Some Like It Hot,1959-03-19,35 10402 10749 80,8.2,15.484,/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg,en,0
517814,Capernaum,2018-09-20,18,8.3,15.483,/mFnfTVADj8yOxwzprYOmTPselk8.jpg,ar,0
2649,The Game,1997-09-12,18 53 9648,7.6,15.483,/4UOa079915QjiTA2u5hT2yKVgUu.jpg,en,0
9955,Blades of Glory,2007-03-30,35,6.1,15.481,/yclY3zyzrL1MS9b6Eygs9ks0ZTY.jpg,en,0
1844,Entrapment,1999-04-29,10749 18 9648,6.2,15.481,/onEHQY4M22CluNfocJRGsVg0dK6.jpg,en,0
109410,42,2013-04-12,18,7.1,15.48,/iZ7jVGQWj3eBUdqwAPUlKk0BaS2.jpg,en,0
882603,May You Stay Forever Young,2021-11-15,,0.0,15.478,/aHf4ZSTxEyfDsSPSuQznhCnuisJ.jpg,cn,0
11355,Never Been Kissed,1999-04-09,10749 35 18,6.2,15.476,/6BngDhDNfbBjhVFWDT2yMve32vi.jpg,en,0
10494,Perfect Blue,1997-07-25,16 53,8.3,15.471,/79vujbsWEbX4dzffBV541QXN6sf.jpg,ja,0
424121,Apostle,2018-09-21,27 9648 36 53 18,6.1,15.468,/rd269f2Yftxxam3EOJPYVwrvjIJ.jpg,en,0
301372,Voice from the Stone,2017-04-28,18 9648 10749,5.7,15.466,/6pJseCfsd90nA26Jz1HTSuyRzGz.jpg,en,0
894206,Rabid,2021-11-12,27,0.0,14.998,/4dnaYMQHiiscOJRw7NXZq4Pq9e.jpg,en,0
655,Paris Texas,1984-08-23,18,8.1,14.994,/6NuFYT1f1rG0AeIVTJEgsRa7AOi.jpg,en,0
5470,Beowulf,1999-04-01,28 12 27 14,4.3,14.99,/ktX5naCHfERaoDVaCUOITPIFrFd.jpg,en,0
659991,Made in Italy,2020-08-06,35 18,5.9,14.984,/dKjD3DTZjRI3Ipkf7Oz5zAILnwD.jpg,en,0
1494,Curse of the Golden Flower,2006-12-14,28 18 14,6.8,14.982,/cuX11HZlkNFHCieu8UyWmMeMXkg.jpg,zh,0
10072,A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,27 53,6.7,14.981,/5pYGeBpjhAUauhm2I4oBIv9lOxv.jpg,en,0
11412,The Long Kiss Goodnight,1996-10-11,80 28 9648 53,6.6,14.978,/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg,en,0
807597,P!NK: All I Know So Far,2021-05-21,99 10402,8.1,14.974,/i310b9eYLmNPt3zc3ZW0ep1N7Qx.jpg,en,0
13830,Shottas,2002-02-27,28 12 80 18,7.5,14.969,/chh2xSTVtMCFyFePm1zRbBmtqaX.jpg,en,0
9957,The Benchwarmers,2006-04-07,35,5.8,14.968,/5yMPCr4qhuNg6fT538xicHaMaG7.jpg,en,0
286565,Paper Towns,2015-06-18,9648 18 10749,6.1,14.967,/eoF6wYVj1vbrCWjL0rBkdZpgrxS.jpg,en,0
7874,Black Snake Moan,2006-12-31,18,6.9,14.966,/pT7sB08oyNda5zIjeQ8qnjmkPMe.jpg,en,0
5820,The Sentinel,2006-04-19,28 53 80,6.0,14.965,/wPFVeVYuFhCnnOAZZHpMROCbssE.jpg,en,0
8452,The 6th Day,2000-11-17,878 9648 28,5.9,14.964,/nlbB47qp1oxEtts9Ik3UYAwKWHM.jpg,en,0
490594,Up and Away,2018-02-08,16 10751 35,6.3,14.963,/1WRK69soLEfVFRW1WwE0vWGz1mq.jpg,da,0
10878,Saving Silverman,2001-02-09,35 80 10749,5.5,14.963,/5mq8J11266ZL7HCOwDGXoaU6eIO.jpg,en,0
7288,Duplex,2003-09-26,35,6.1,14.962,/qM4pY3ODOgV0HygDkYh6Y9oyxhZ.jpg,en,0
474354,22 July,2018-10-04,36 18 53 80,7.2,14.959,/34osIViLgpz6lEnkxXpTJMbNRBW.jpg,en,0
310888,Southside with You,2016-08-26,10749 18,5.6,14.958,/4ktA7D8Xgxw4QkWNSvRgEedHWn5.jpg,en,0
60670,The Crimson Rivers,2000-09-27,80 9648 53,6.9,14.326,/q6T2HUrQ32hr2eTPx9yV3XyrH7t.jpg,fr,0
529485,The Way Back,2020-03-05,18,6.7,14.324,/ylPnfaphW3FrLBUVwAREVtiL9My.jpg,en,0
400710,Flatliners,2017-09-28,18 27 53,5.7,14.324,/e9NHATN0TJW6ZZPLLWFsKdilVl1.jpg,en,0
10922,The Human Stain,2003-10-29,18 10749,6.0,14.324,/kBHLlbBEKLXlZFHG5y6aveGUwXy.jpg,en,0
10578,Dracula II: Ascension,2003-06-07,27,5.4,14.323,/7WEL4USgIrkJAY7Kh4yzMYy6znL.jpg,en,0
10376,The Legend of 1900,1998-10-28,18 10402 10749,8.3,14.323,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg,it,0
3034,Young Frankenstein,1974-12-15,35,7.9,14.323,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,en,0
495193,Benji,2018-03-02,80 18,7.1,14.322,/79pacM3h5FoETnfuRC6O2qPfzn4.jpg,en,0
583,Life of Brian,1979-08-17,35,7.8,14.316,/lSSA64WF0M0BXnjwr2quMh6shCl.jpg,en,0
744697,Love Mooning,2021-11-12,18 10749,0.0,14.308,/jkxqsqZpxTziSVhVdhSOBjOVn4Q.jpg,ja,0
401898,Thelma,2017-09-15,18 9648 53,6.9,14.308,/yzSfG8TLAqw7nMQh2lxirQkQpgs.jpg,no,0
103663,The Hunt,2012-09-24,18,8.1,14.304,/jkixsXzRh28q3PCqFoWcf7unghT.jpg,da,0
581,Dances with Wolves,1990-03-30,12 18 37,7.9,14.304,/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg,en,0
37221,Another Egg and Chicken Movie,2009-04-20,16 35 12,7.5,14.298,/c7LMN9NrJQ97RxYM33qu5ItcbCn.jpg,es,0
287904,The Last Face,2017-01-11,18,5.7,14.294,/egOM3BJgA44fR6YdiQJD51iQ4On.jpg,en,0
855426,Rick and Morty: Samurai & Shogun,2020-03-29,,2.0,14.291,/bUx6Cb5mXluTLPrbxTPaoptigA3.jpg,ja,0
514921,The Aeronauts,2019-11-04,12 18 10749,6.8,14.291,/kZHnblqmTBUBgzYBIxWIz9txsEi.jpg,en,0
766931,Born a Champion,2021-01-22,28 18,7.2,14.29,/ijizwYu2B04gVkrbGlclAAfdN3p.jpg,en,0
743361,Mysterious Girlfriend X: A Mysterious Summer Festival,2012-08-23,35 14 10749,0.0,14.29,/ovgHA7fjyfoVdoRc34bEweFOjhe.jpg,ja,0
492719,Godzilla: City on the Edge of Battle,2018-05-18,16 878,6.6,14.29,/8y1YhD6niL3aMfeEPhStHMWdPxH.jpg,ja,0
223,Rebecca,1940-03-23,9648 18 53 10749,7.9,12.995,/3Gla0nxHboX3nxQzaU4SoqOtTjh.jpg,en,0
19904,The Stepfather,2009-10-16,27 53,5.8,12.994,/oKefNCcblde9TK5yBHwArgaKDuf.jpg,en,0
299584,Christmas Under Wraps,2014-11-29,10770 10749,5.8,12.992,/d11GDOTKouEw62Y26JYRDU13fHG.jpg,en,0
874960,Kimetsu Orchestra Concert,,10402,0.0,12.991,/qRh1Qfc2evaAXICs1Z07qIbasmP.jpg,ja,0
26264,George of the Jungle 2,2003-08-18,12 35 10751,4.5,12.991,/hMJbCWC9EpkVNKM3KaIOElCQIrT.jpg,en,0
12106,The Quick and the Dead,1995-02-09,37 28 53,6.5,12.988,/fQk89YaQdeBcS7AmlKODKOxIAPU.jpg,en,0
9384,Starsky & Hutch,2004-03-05,35 80,5.8,12.987,/i011DoAZF2krWvxhb7XAxl2lEcK.jpg,en,0
830,Forbidden Planet,1956-03-23,878,7.3,12.983,/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg,en,0
14695,Havoc,2005-10-16,80 18,5.2,12.982,/r4yMNUroIjxDz8T7zOZWUobQtta.jpg,en,0
115929,Cool Kids Don't Cry,2012-02-15,10749 18 10751,8.1,12.981,/Sjra8pU6vfnfEfy73MZdogfn5P.jpg,nl,0
45491,Sex and Zen,1991-11-30,18 12 35 10749,5.8,12.981,/z3tMWSEGAZEPJLM37ImExzGb7QZ.jpg,cn,0
595216,Play or Die,2019-05-10,27 9648,5.4,12.979,/lBT6UQX3qpNz9VAqk40CU5fOzJ1.jpg,en,0
351454,Neruda,2016-08-11,18,6.3,12.978,/uM7y94He4VCdKIVEoaaG8APFc1d.jpg,es,0
227738,Mortadelo and Filemon: Mission Implausible,2014-08-30,35 16 12,6.5,12.977,/sPe5NAeegRoRTkngYfZgANppNN.jpg,es,0
9715,Hope Floats,1998-05-29,18 10749 35,6.4,12.373,/6PRFM09xjGSWpXObW87CT5JELGJ.jpg,en,0
11046,Where Eagles Dare,1968-12-04,28 12 10752,7.6,12.372,/dnyiVS4Ad4w4rfS4Bm1YalEdonx.jpg,en,0
4192,Death on the Nile,1978-09-29,9648,7.1,12.371,/lVn9uLb35oOz14vMltrZZfJTU26.jpg,en,0
34560,Halloweentown High,2004-10-08,12 35 10751 14 10770,6.6,12.368,/rAF4CNoZyyemjyYErgnSpHs3WBa.jpg,en,0
271736,The Program,2015-09-16,18,6.3,12.367,/7qb8L1SydRGGc3cuN0EUvOqLnCB.jpg,en,0
297806,I Saw the Light,2016-02-05,10402 18,6.3,12.365,/A2AryRwBcPDhet25eyQCyupXl0D.jpg,en,0
9621,Elizabethtown,2005-10-14,35 18 10749,6.2,12.364,/mOdlzAQxhMgiaazRzif1YtJzg9s.jpg,en,0
157825,White Bird in a Blizzard,2014-08-14,53 18,6.2,12.358,/ieqMZZHjwLHhDDPeLafJwrZT6Vb.jpg,en,0
11706,War and Peace,1956-08-21,18 10752 10749 36,6.6,12.358,/cIh7pBAjzxrJYNRt1JcQPFReF36.jpg,en,0
1712,Giant,1956-11-24,18 37,7.6,12.357,/alRcXVjxE9LptolhUJ1uOqmh8Gv.jpg,en,0
472715,The Last Man,2018-09-06,28 18 878 53,5.8,12.356,/bBrr6RwxmfjZyWTEe3AaguEKbMO.jpg,en,0
271714,Love & Mercy,2015-05-29,18 10402 36,7.2,12.356,/AkvWdqGltpRkdOiw7MGUzIEO4pI.jpg,en,0
159092,Hell Baby,2013-09-06,35 27,5.1,12.356,/biUZJgjsojTdVyyXPQSjIGp1qNL.jpg,en,0
2284,Mr. Magorium's Wonder Emporium,2007-11-14,10751 14 35,6.2,12.356,/rdFgWATSVhhFtNYZUFsGcHzltcG.jpg,en,0
150,48 Hrs.,1982-12-07,53 28 35 80 18,6.7,12.356,/phNxblI8gWJxATAGd5G4Nts7GcL.jpg,en,0
419709,Last Flag Flying,2017-11-03,18 35,6.7,12.355,/1gGZpA7BV8viFCGcFp50TpfoQAd.jpg,en,0
39266,Triumph of the Will,1935-03-28,99 36,7.2,12.354,/hyXCugoQzJ85mdrdz4dboqP8FoX.jpg,de,0
50850,The Second Jungle Book: Mowgli & Baloo,1997-05-16,12 10751,5.5,12.353,/kLzE0IluHeY920jshiTsLz92ZEe.jpg,en,0
666751,Los Leones,2019-11-28,35 10749,8.1,12.348,/4x18ruh7SdNaCIO85rw7j57So84.jpg,es,0
449749,The Leisure Seeker,2018-01-03,18 10749 12,7.1,13.537,/1IOnJzgbgVj85vDEIf1fPmCQ7KP.jpg,en,0
622420,The Jack in the Box,2020-02-17,27,5.4,13.535,/vDlWN81KSiOfffHlzbAgZJF8Keq.jpg,en,0
204788,Los verduleros,1986-02-07,35,7.1,13.534,/y8u1Y9ydobRfsLFCP4Hoxo4g0Fw.jpg,es,0
12149,Frailty,2001-11-17,18 53 80,7.0,13.533,/hER3sVCZ9cZRBO0KNI7NbtiLacn.jpg,en,0
479259,Lost Girls & Love Hotels,2020-09-18,18,5.3,13.532,/vQgXwuJrlpzGDI8169tRQRy71Nv.jpg,en,0
44639,Inside Job,2010-10-08,99,7.7,13.532,/zO0tjRnh9x2KuQWd7KhzdxbYaDN.jpg,en,0
12201,Edge of Darkness,2010-01-28,80 18 9648 53,6.3,13.532,/pvHjp1vEFmp5FquSCPQ2O95tIZJ.jpg,en,0
6069,The Witches of Eastwick,1987-06-12,35 14 27,6.5,13.531,/zJGsoVAQvnyI8gBPZvNpngLjVQ9.jpg,en,0
355506,Siren,2016-12-02,27,6.0,13.53,/dAEodQQODOtOlhiQQTW7n1eS9ft.jpg,en,0
474498,Mariah Carey's All I Want for Christmas Is You,2017-09-11,16 10751,5.4,13.525,/nsK8N83x8vFqc0ndXe8jxCq3zGu.jpg,en,0
20726,Little Giants,1994-10-14,35 10751,6.3,13.521,/AkfXNOeKgJSOD08StGd0599auiZ.jpg,en,0
795778,Night Raiders,2021-10-08,878,8.0,13.518,/qOGDC4qbQmdxT6RG4iiD23ZIHhn.jpg,en,0
33689,It Takes Two,1995-11-17,35 10751 10749,6.4,13.516,/sdes5TrRbymELYLG85YIxmFb1OP.jpg,en,0
13012,Felon,2008-07-17,28 80 18 9648,7.2,13.514,/1eYGh6DETJFXQt5PWjV8lp8YZvx.jpg,en,0
411840,Surf's Up 2: WaveMania,2017-01-17,16 10751 35,6.4,13.512,/wdSX8enQ5uEvNLQ3yXTnAVGtrCy.jpg,en,0
9788,Accepted,2006-08-18,35,6.4,13.512,/pMh1dCw5vhMATmJs0ve0OpoSVED.jpg,en,0
2176,The Glass House,2001-09-14,18 53,5.9,13.512,/6z52uWRcOHte8NFte2gXK0ApBPM.jpg,en,0
552660,No Escape Room,2018-10-06,27 53 9648,6.3,13.51,/yP0mfM0MafLVMD36kgbvZpr9gbz.jpg,en,0
162714,Movie Mad,1931-08-28,,6.5,12.758,/peNmVLlhQtyzzulpE32QIrNBtWN.jpg,en,0
13600,City of Ember,2008-10-07,12 10751 14,6.3,12.758,/eCdLMQMVk0SZlsfnDu43AOhbCJL.jpg,en,0
84204,Grabbers,2012-08-10,878 35 53 27 9648,6.1,12.757,/dGAIjxYqP9YBLHeAmaE1NstSnqW.jpg,en,0
256962,Little Boy,2015-04-23,35 18 10752,7.1,12.755,/3MrT31bQ7eFJn4mA1Us5hSC6wcN.jpg,en,0
46929,Fun and Fancy Free,1947-09-27,10751 16 10402,6.4,12.754,/53uXTgPVF7lJDhzJTRTpWFMoMgT.jpg,en,0
469019,Jim & Andy: The Great Beyond - Featuring a Very Special Contractually Obligated Mention of Tony Clifton,2017-09-05,99 35,7.6,12.752,/kKzopOFXz9YfsCTqg3XpF0GoypX.jpg,en,0
523781,Words on Bathroom Walls,2020-08-21,18 10749,8.0,12.751,/AedH7kQttLVgqd260IXevTK0Mek.jpg,en,0
429450,Pandora,2016-12-07,53 18 28,7.5,12.751,/elTrkTm5GjynK3H26cpOZsWDYjy.jpg,ko,0
9462,The Way of the Dragon,1972-06-01,28 80,7.4,12.751,/m7AIITQ624sfldI4SsX4htXPH1f.jpg,cn,0
96936,The Bling Ring,2013-06-12,18 80,5.4,12.75,/nZRNGcvuAFXwfuk1gMcp7UmJg2u.jpg,en,0
45317,The Fighter,2010-12-17,18,7.4,12.75,/uMm61aNgcifxaYOkSsHa8cCw8HI.jpg,en,0
535167,The Wandering Earth,2019-02-05,878 28 18,6.4,12.749,/woo56L6LYYoM89DYBCU2C6LO1at.jpg,zh,0
96724,Anna Karenina,2012-09-06,18 10749,6.7,12.747,/2DvjkCbmlg8sbBHZKUZvYPgsT5V.jpg,en,0
31347,Cardcaptor Sakura: The Sealed Card,2000-07-15,35 16 12 14 10749,8.2,12.747,/2HBDY7jznMuDrp8vs7BWm3FYYic.jpg,ja,0
10396,Tequila Sunrise,1988-12-02,80 10749 53,6.1,12.747,/8LoG0GL5N5e7zvvXezwwGnUfRHL.jpg,en,0
4771,Gone Baby Gone,2007-06-06,80 18 9648,7.3,12.747,/uIo4a0fCUFth4yVG3QToquAxuRG.jpg,en,0
308638,The D Train,2015-05-08,18 35,4.7,12.746,/p3X4ea0xirJRiHGRtk47fSrmH9I.jpg,en,0
461928,Anna and the Apocalypse,2018-11-30,27 35 14,6.2,12.745,/jVyqqMzDVRjUMeIoaJKSUpRnB9Y.jpg,en,0
440596,Kiss and Cry,2017-02-10,10749 18 10402 10770,7.4,13.936,/uHErYJ2TfP0ihIEMpD2zCvbVIIB.jpg,en,0
155217,Ranma ½,2011-12-09,28 35 14,7.1,13.935,/vLrTjnjVzLwqU72QsGHEl5sg6eB.jpg,ja,0
13466,October Sky,1999-02-19,10751 18,7.6,13.935,/vjRSVHAqQo6t7faNVQj3WNSJWUv.jpg,en,0
418680,Goodbye Christopher Robin,2017-09-29,10751 36 18,7.1,13.934,/a6IK3hMlUHzXZZVLBTh0WZ5KoAb.jpg,en,0
16187,Buzz Lightyear of Star Command: The Adventure Begins,2000-08-08,16 10751 35 878 12,6.4,13.934,/3IXeVITL3FJ9CKpBK7lzULuw8Ts.jpg,en,0
8908,Maradona by Kusturica,2008-05-28,99,6.4,13.932,/r0JzNHSQNL7ya96bnGSroSNRUwf.jpg,en,0
292431,Love,2015-07-06,18 10749,6.4,13.931,/aYNUbKCXhlUSYb7SHEvOQhKW4X0.jpg,en,0
1632,Mississippi Burning,1988-12-08,18 53 80 36,7.7,13.93,/lKkuDmMNp88y5KsA2lB00g0MoWz.jpg,en,0
741318,Zero to Hero,2021-08-12,18,7.3,13.929,/7x7pyCi6Zf8DFYYQtTp108RllSt.jpg,cn,0
870219,New York Ninja,2021-10-02,28 80,6.0,13.928,/9OVv7fbFW7tHcU4TZigwEpMFm5O.jpg,en,0
582885,Cuties,2020-08-19,18,5.3,13.924,/ow3OA6OC0rjgbMVaLn2drwjvqZE.jpg,fr,0
13342,Fast Times at Ridgemont High,1982-08-13,35 18,6.8,13.922,/8uPCV3Q2kRQiwfCt793P6sUmpiC.jpg,en,0
11005,Awakenings,1990-12-04,18,7.8,13.922,/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg,en,0
301872,Saul: The Journey to Damascus,2014-04-01,18,5.8,13.921,/wOSs83A1bxpyQ1IynK8FLETrwsR.jpg,es,0
768141,Folklore: The Long Pond Studio Sessions,2020-11-25,10402 99,8.7,13.92,/4iroJUn8YuQBekDwGy7r61YHXiu.jpg,en,0
4689,Sympathy for Mr. Vengeance,2002-03-29,28 18 53,7.5,13.92,/8ICeU0RLHQErvoKsPTLYh6Nluw.jpg,ko,0
20083,Shinjuku Incident,2009-03-22,18 28 53 80,6.7,13.919,/8zWliijoTsk3kUdUJpbjqWgV617.jpg,cn,0
247,The Killing,1956-06-06,80 18 53,7.7,13.918,/lnbuDjMNw2mUeJ2NsGF7HMMTWfU.jpg,en,0
759902,Hunter Hunter,2020-12-18,27 53,6.7,13.915,/j52lKBGoHGmUJNUMsDV5kHOkMfC.jpg,en,0
632617,C'mon C'mon,2021-11-19,18,0.0,13.915,/hROb7nFIM3cnk28J0jk4rFBXGQ9.jpg,en,0
10077,A Sound of Thunder,2005-05-15,53 878 12 28,4.7,12.165,/5P9RMG2q5hNRELkWWqxfhQNoyc9.jpg,en,0
72972,Tom and Jerry & The Wizard of Oz,2011-08-23,10751 16 35 14,6.1,12.164,/gFlwbp47uh6F1p203RQOaxYThzX.jpg,en,0
32049,Best of the Best 2,1993-01-01,28 53,5.8,12.163,/yPLXmEqLywg1DDkShVuTyhmnuYS.jpg,en,0
13702,A Dirty Shame,2004-09-12,35,5.4,12.163,/uxJ2U0WrwME3zkqFHTBfB8ZqX1p.jpg,en,0
8872,Wayne's World,1992-02-14,35 10402,6.7,12.163,/rsgklbt5KxeuUuchehnLACxzisP.jpg,en,0
19933,The Brave Little Toaster,1987-07-09,14 12 16 35 10751 10402,6.9,12.162,/mEZcPMNRqTcotOZSttN5MtmJbu1.jpg,en,0
79842,SeaFood,2011-10-07,16 35 10751 12,4.9,12.159,/jwHk1rQ334cnpRMCdJZ9EXI3zBg.jpg,th,0
548755,Percy,2020-10-09,18,7.1,12.158,/tcSldNnc8KgbBVcMlUkUA19isv5.jpg,en,0
9038,The Heartbreak Kid,2007-10-05,35 10749,5.7,12.158,/7ZJQi8aXdXXjWjsh68pjGZG763t.jpg,en,0
670429,Witch Hunt,2021-10-01,14 27 53 18,6.3,12.157,/vHKlIci8f38GaAd361EW0VSx91k.jpg,en,0
575604,The Call,2020-11-27,53 9648 878,7.6,12.156,/oz8hvZHg7tIdGwh0ErPRhobJKPR.jpg,ko,0
11566,Dave,1993-05-07,35,6.6,12.156,/wIUuf1NFchdCJe833JBTiSMzqfv.jpg,en,0
392,Chocolat,2000-03-02,35 18 10749,6.9,12.155,/jPNmQq23eNbKFVPZnY5Kxc63MvW.jpg,en,0
10657,Needful Things,1993-08-27,18 27,6.2,12.153,/rRgMT4SZIASteKev1R6i7VqoUHf.jpg,en,0
82767,¡A volar joven!,1947-12-23,35,7.9,12.151,/7wvLaAifvb7zmCuPQgh7n9I3W1R.jpg,es,0
639798,32 Malasana Street,2020-01-17,27,6.5,12.15,/DpFMAjyE6EmIknSduykVc1pB1J.jpg,es,0
177,The Fisher King,1991-09-20,35 18,7.3,12.15,/5mb1IV53luUNTRyF3TSC77X1KZs.jpg,en,0
11422,Midway,1976-06-18,28 18 36 10752,6.6,12.149,/vCzGV28YFmWubUn1jh8ytagYocR.jpg,en,0
336000,The Glass Castle,2017-08-10,18,7.1,12.147,/d5fLQ9ZMa1jZ2mODCv5lOWJDugX.jpg,en,0
20455,Digimon: The Movie,2000-03-04,14 16 878 10751,6.6,12.147,/rCcsd92GO6f9lMDXb0mkzde22PG.jpg,en,0
15648,The Perfect Man,2005-06-17,35 18 10751 10749,6.1,13.353,/8cE4xZkmE7NkWcgNk8A6dZ7Ou6Q.jpg,en,0
2103,Solaris,2002-11-27,18 878 9648 10749,5.9,13.352,/drdrB1hEZmzFlK1xtW5HMxK3LUJ.jpg,en,0
245706,True Story,2015-04-17,80 18 36,6.3,13.351,/ncP8XQ0bXP0xSpJmMsRt8mUcEXd.jpg,en,0
333354,Extortion,2017-01-02,28 12 80 18 53,6.1,13.35,/nmIHFblhZ2uBGepSYzvKYFDfvhp.jpg,en,0
435366,Fabricated City,2017-02-09,28 53 80,7.8,13.349,/8tE4MhhuWHize6pNyxAtakUyNZc.jpg,ko,0
542928,The Endless Trench,2019-10-31,18 36 53,7.0,13.346,/rgS3e3sTUHeVgKzKmFhIJcl9tVA.jpg,es,0
286521,5 Flights Up,2014-09-05,18,6.0,13.345,/2WI5oq2QswLB0kJFOcL7ZA5ndKr.jpg,en,0
261470,Sorry If I Call You Love,2014-06-20,18 10749,7.1,13.345,/wk7ieVV9UzwpomQmx0Q4g39dI9x.jpg,es,0
2179,Tenacious D in The Pick of Destiny,2006-11-22,35 10402,6.7,13.345,/8baHzEIfrBvBy5b9XKe87Skl1tf.jpg,en,0
436373,Primal Rage,2018-02-27,27,5.3,13.342,/3FAxj6N9JsvB390qSIn82rvQIS7.jpg,en,0
375327,Submergence,2017-09-22,18 53 10749,5.4,13.342,/sPwANB5cMjJLfRru45sc7Mnkjrq.jpg,en,0
11259,Far and Away,1992-05-22,12 18 10749 37,6.7,13.342,/fhrZzLjOWsONx0TufI2O19Oq5nN.jpg,en,0
2100,The Last Castle,2001-10-19,28 18 53,7.1,13.341,/47wgelJLKEtGMvi0W8GPTW6R7Lh.jpg,en,0
319888,Eddie the Eagle,2016-02-26,35 18 36 12,7.2,13.34,/80fwjYfHmeDXobIErpNvCFCOAYd.jpg,en,0
59302,C.S. Lewis: Beyond Narnia,2005-12-09,99 18,7.5,13.34,/urIrUOKiZ45GUx92fKB0TPhFFLd.jpg,en,0
3512,Under Siege 2: Dark Territory,1995-07-13,28 53,5.7,13.34,/gElwFCQTbSK5hdK0PVyia547nst.jpg,en,0
10139,Milk,2008-11-05,36 18,7.3,13.338,/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg,en,0
505579,Bent,2018-03-09,53 80,5.4,12.256,/xUqimeu4KzFeqTvblNLvG8Y1DAo.jpg,en,0
379,Miller's Crossing,1990-09-21,18 53 80,7.5,12.256,/9v6DHEuH8bCrAa0CyChtLSY3e5A.jpg,en,0
10774,Network,1976-11-01,18,7.9,12.253,/l3opUgZaoRyu9O1sBRJvsArhcaz.jpg,en,0
9280,Femme Fatale,2002-04-30,53 80 10749,6.2,12.252,/rW2L97Dn5XLCY3hraTVlFYAF1HD.jpg,en,0
367961,Savva. Heart of the Warrior,2015-11-12,14 12 16,5.9,12.25,/rNF4FPFOEDsh91HoBoKvzz4ARCK.jpg,ru,0
